user_segment,city,cart_size_at_show,cart_value_at_show,discount_on_order,has_main_in_cart,has_drink_in_cart,has_dessert_in_cart,has_side_in_cart,item_category,item_price,item_popularity,is_complement_category,is_bestseller,is_ghost_kitchen,meal_slot,hour,is_weekend,is_festival_order,is_rainy_weather,rank_shown,city_tier,user_preference_drift,meal_complete_score,label,missing_drink,missing_dessert,split
5,3,1,132.0,0.1,0,0,0,0,2,260.0,0.836,0,1,0,1,18,0,0,1,6,1,0,0,0,0,0,2
5,1,2,54.0,0.1,0,1,0,0,1,39.0,0.132,0,0,0,0,6,0,0,1,4,1,0,1,0,0,0,2
5,3,4,346.0,0.5,0,0,0,1,1,58.0,0.465,1,0,0,2,10,0,0,0,6,1,0,1,0,1,0,2
5,3,2,254.0,0.1,0,0,1,0,0,117.0,0.49,1,0,0,3,12,0,0,1,5,1,0,1,1,0,0,2
5,3,1,37.0,0.0,0,1,0,0,0,72.0,0.061,1,0,0,2,23,0,0,0,2,1,0,1,1,0,1,2
4,1,4,792.0,0.0,0,0,1,1,0,217.0,0.289,0,0,0,3,14,0,0,0,6,1,0,2,1,0,0,2
4,2,2,233.0,0.0,0,0,1,0,3,75.0,0.785,0,1,1,2,10,0,1,0,2,1,0,1,1,0,0,2
4,9,3,470.0,0.5,0,1,0,1,2,419.0,0.681,1,0,0,1,19,0,0,1,5,2,0,2,0,0,0,2
5,8,2,502.0,0.2,0,0,0,0,5,330.0,0.206,0,0,0,3,13,1,0,0,2,1,0,0,0,0,0,2
5,5,3,686.0,0.0,0,0,0,1,3,197.0,0.573,1,0,0,0,7,1,0,0,6,2,0,1,0,0,0,2
5,3,2,718.0,0.0,1,0,0,0,0,194.0,0.236,1,0,0,1,18,1,1,0,9,1,0,1,0,0,1,2
5,7,3,373.0,0.3,0,1,1,0,1,179.0,0.097,1,0,0,2,23,1,0,0,3,2,0,2,0,0,0,2
0,0,3,139.0,0.1,0,0,1,0,1,25.0,0.456,1,0,1,1,20,0,1,0,2,2,0,1,0,1,0,2
5,8,3,222.0,0.3,1,0,0,1,2,191.0,0.269,1,0,0,1,19,0,0,1,3,1,0,2,0,0,0,2
4,9,4,928.0,0.1,1,1,0,1,2,387.0,0.364,1,0,0,1,22,0,0,0,5,2,0,3,1,0,0,2
4,1,4,901.0,0.0,1,1,0,1,1,64.0,0.212,1,0,0,3,13,1,0,0,1,1,0,3,1,0,0,2
5,8,3,499.0,0.1,0,1,0,1,3,167.0,0.25,1,0,0,0,8,0,0,1,8,1,0,2,0,0,0,2
4,2,1,412.0,0.2,1,0,0,0,2,375.0,0.494,0,0,0,1,20,1,0,0,5,1,0,1,0,0,0,2
4,2,3,706.0,0.0,0,0,0,1,0,203.0,0.335,1,0,0,3,11,0,0,0,1,1,0,1,0,0,1,2
4,4,4,867.0,0.0,1,0,0,0,3,81.0,0.311,1,0,0,3,11,0,1,0,3,1,0,1,1,0,0,2
5,3,4,185.0,0.3,0,1,1,0,1,44.0,0.515,1,0,1,3,14,1,0,1,2,1,0,2,1,0,0,2
5,7,1,34.0,0.0,0,0,0,0,1,26.0,0.222,1,0,0,1,18,1,0,1,5,2,0,0,0,1,0,2
4,1,2,249.0,0.1,0,0,0,1,0,46.0,0.04,0,0,0,2,23,0,0,1,4,1,0,1,0,0,1,2
5,8,3,193.0,0.3,1,1,1,0,4,124.0,0.234,0,0,0,3,13,0,0,1,4,1,0,3,0,0,0,2
4,9,3,158.0,0.0,0,1,0,0,0,70.0,0.253,1,0,1,3,12,0,0,0,2,2,0,1,1,0,1,2
0,5,1,86.0,0.0,1,0,0,0,2,86.0,0.351,0,0,0,3,13,0,1,0,5,2,0,1,0,0,0,2
4,8,4,133.0,0.1,0,1,0,0,1,25.0,0.685,0,0,1,1,21,0,1,0,2,1,0,1,1,0,0,2
5,2,2,473.0,0.0,1,0,0,0,0,111.0,0.281,1,0,1,3,13,1,0,1,4,1,0,1,0,0,1,2
5,8,2,25.0,0.5,0,1,0,0,0,34.0,0.18,1,0,0,1,19,1,0,0,6,1,0,1,0,0,1,2
0,3,2,173.0,0.0,0,1,0,0,1,65.0,0.679,0,0,0,2,10,0,0,0,1,1,0,1,0,0,0,2
5,1,3,541.0,0.2,0,1,0,0,1,98.0,0.368,1,0,0,2,10,0,0,0,4,1,0,1,1,0,0,2
2,3,5,195.0,0.0,0,1,0,0,1,36.0,0.194,1,0,0,1,20,0,1,0,2,1,0,1,1,0,0,2
5,3,2,126.0,0.1,1,0,0,1,5,59.0,0.53,0,0,1,1,19,1,0,0,8,1,0,2,0,0,0,2
4,1,4,722.0,0.1,0,1,0,0,4,197.0,0.37,0,0,0,0,7,0,0,0,3,1,0,1,1,0,0,2
4,3,4,592.0,0.5,0,1,1,0,1,194.0,0.419,1,0,0,0,8,0,0,0,1,1,0,2,1,0,0,2
5,2,3,144.0,0.1,0,1,1,0,1,67.0,0.075,1,0,0,3,12,0,0,0,4,1,0,2,0,0,0,2
3,2,2,337.0,0.2,0,1,1,0,0,222.0,0.471,1,0,0,2,0,0,0,0,2,1,0,2,0,0,0,2
5,3,1,39.0,0.1,0,0,0,0,1,34.0,0.461,1,0,0,0,8,0,0,0,2,1,0,0,1,1,0,2
0,4,2,175.0,0.2,0,0,0,1,1,53.0,0.679,1,0,0,1,18,0,0,0,3,1,0,1,0,1,0,2
2,7,7,969.0,0.2,1,1,0,1,5,143.0,0.067,0,0,0,3,11,0,0,0,4,2,0,3,0,0,0,2
4,9,4,342.0,0.1,0,1,0,0,1,66.0,0.734,0,1,0,0,6,0,1,0,9,2,0,1,0,0,0,2
4,8,2,148.0,0.1,0,0,0,0,4,140.0,0.441,0,0,0,0,9,0,0,0,3,1,0,0,1,0,0,2
4,6,1,25.0,0.1,0,1,0,0,0,36.0,0.538,1,0,0,2,23,0,1,0,4,2,0,1,1,0,1,2
5,1,1,121.0,0.1,0,0,0,0,0,98.0,0.132,1,0,0,3,11,1,0,0,2,1,0,0,1,0,1,2
5,0,2,298.0,0.0,1,0,0,0,2,232.0,0.526,0,0,0,1,20,0,0,0,2,2,0,1,0,0,0,2
3,4,2,156.0,0.2,1,0,0,0,1,25.0,0.143,1,0,0,1,22,0,1,0,1,1,0,1,1,1,0,2
4,3,3,560.0,0.1,1,0,1,0,3,87.0,0.383,1,0,0,0,6,0,0,1,1,1,0,2,1,0,0,2
4,5,1,129.0,0.2,0,0,0,1,2,396.0,0.732,1,1,0,3,12,0,0,0,3,2,0,1,0,0,0,2
5,1,3,291.0,0.0,0,0,1,0,0,93.0,0.059,1,0,0,3,11,0,0,0,3,1,0,1,0,0,0,2
4,1,4,722.0,0.1,0,1,0,0,5,305.0,0.226,0,0,0,0,7,0,0,0,7,1,0,1,0,0,0,2
4,6,3,87.0,0.1,0,1,0,0,4,46.0,0.142,0,0,0,3,11,1,0,0,2,2,0,1,0,0,0,2
5,8,1,104.0,0.2,0,0,0,1,2,348.0,0.751,1,1,0,0,9,0,0,1,1,1,0,1,1,0,0,2
5,8,2,242.0,0.1,0,0,0,1,2,222.0,0.103,1,0,0,1,20,0,1,0,1,1,0,1,0,0,0,2
0,2,2,350.0,0.1,0,1,0,0,1,64.0,0.565,1,0,0,4,16,0,1,0,4,1,0,1,0,0,0,2
4,3,3,866.0,0.1,0,0,0,0,2,433.0,0.324,1,0,0,0,7,1,0,1,2,1,0,0,1,0,0,2
1,9,1,43.0,0.1,0,0,0,0,2,91.0,0.697,0,0,0,1,18,0,1,0,10,2,0,0,0,0,0,2
5,8,4,436.0,0.5,0,0,0,1,2,261.0,0.864,1,1,0,3,11,1,0,0,1,1,0,1,1,0,0,2
4,3,2,50.0,0.2,0,1,0,0,4,90.0,0.135,0,0,0,3,14,1,1,0,4,1,0,1,0,0,0,2
0,9,2,264.0,0.0,0,0,0,0,1,42.0,0.196,1,0,1,1,22,0,0,0,1,2,0,0,0,1,0,2
5,1,2,26.0,0.3,0,0,1,0,4,32.0,0.62,0,0,0,1,19,0,0,0,9,1,0,1,0,0,0,2
0,9,2,225.0,0.2,0,0,1,0,4,149.0,0.211,0,0,0,1,19,0,0,1,5,2,0,1,1,0,0,2
5,2,3,389.0,0.2,1,1,0,0,0,110.0,0.083,1,0,1,3,14,1,1,0,1,1,0,2,0,0,1,2
5,8,3,125.0,0.1,0,1,1,0,2,71.0,0.808,1,1,0,3,14,0,0,0,2,1,0,2,0,0,0,2
5,3,2,546.0,0.1,0,0,1,0,5,324.0,0.154,0,0,0,0,8,0,1,0,3,1,0,1,0,0,0,2
2,6,4,1379.0,0.0,1,0,1,0,2,399.0,0.17,1,0,0,1,19,1,0,0,1,2,0,2,1,0,0,2
4,6,3,1075.0,0.0,1,0,1,0,5,240.0,0.244,0,0,0,1,22,0,1,0,2,2,0,2,1,0,0,2
4,2,4,377.0,0.0,0,1,1,0,1,106.0,0.272,1,0,0,1,19,0,0,0,2,1,0,2,0,0,0,2
1,3,1,77.0,0.0,0,0,0,0,5,59.0,0.128,0,0,0,1,19,0,0,0,1,1,0,0,0,0,0,2
4,3,3,433.0,0.0,1,0,0,1,1,98.0,0.024,1,0,0,2,10,0,0,0,5,1,0,2,0,1,0,2
5,3,3,707.0,0.1,0,0,1,1,4,199.0,0.088,0,0,0,1,22,0,0,0,6,1,0,2,1,0,0,2
5,2,2,389.0,0.2,0,0,1,0,2,391.0,0.487,1,0,0,1,21,1,0,0,4,1,0,1,1,0,0,2
4,1,3,203.0,0.0,0,1,1,0,1,90.0,0.396,1,0,1,1,19,0,0,1,2,1,0,2,1,0,0,2
4,1,2,561.0,0.0,1,0,1,0,4,297.0,0.458,0,0,0,2,10,0,0,1,4,1,0,2,1,0,0,2
2,3,4,537.0,0.2,1,1,0,0,0,100.0,0.146,1,0,1,2,23,0,0,0,7,1,0,2,1,0,1,2
4,1,3,576.0,0.1,0,1,1,0,3,105.0,0.051,0,0,1,3,13,0,0,0,8,1,0,2,0,0,0,2
5,8,3,155.0,0.3,0,1,0,0,2,244.0,0.217,1,0,0,4,16,1,0,0,2,1,0,1,1,0,0,2
5,2,4,609.0,0.2,1,0,0,0,5,91.0,0.315,0,0,1,1,20,1,0,0,2,1,0,1,0,0,0,2
4,8,1,225.0,0.0,0,0,1,0,3,204.0,0.408,0,0,0,1,19,0,0,0,5,1,0,1,0,0,0,2
4,3,1,311.0,0.1,0,0,1,0,4,284.0,0.506,0,0,0,3,13,1,1,0,7,1,0,1,0,0,0,2
5,8,1,78.0,0.1,1,0,0,0,3,39.0,0.324,1,0,0,1,18,1,0,1,7,1,0,1,0,0,0,2
5,9,4,491.0,0.0,0,1,0,0,0,194.0,0.077,1,0,0,1,20,0,0,0,8,2,0,1,1,0,1,2
4,9,3,582.0,0.1,1,0,0,0,2,212.0,0.225,0,0,0,3,12,0,1,0,7,2,0,1,1,0,0,2
4,1,4,1312.0,0.0,1,0,0,1,3,178.0,0.09,1,0,0,3,11,0,0,0,4,1,0,2,0,0,0,2
5,5,3,92.0,0.5,0,0,1,0,3,41.0,0.511,0,0,1,3,13,1,1,0,7,2,0,1,0,0,0,2
0,3,2,45.0,0.3,0,0,1,0,2,187.0,0.294,0,0,0,3,12,0,0,0,5,1,0,1,1,0,0,2
4,5,1,197.0,0.1,0,0,0,1,5,332.0,0.465,0,0,0,1,19,0,0,1,9,2,0,1,0,0,0,2
0,3,3,165.0,0.2,0,1,0,0,5,53.0,0.238,0,0,0,1,20,0,0,0,4,1,0,1,1,0,0,2
4,3,1,96.0,0.2,0,0,0,1,1,94.0,0.394,1,0,0,3,12,1,0,0,5,1,0,1,1,1,0,2
2,4,6,988.0,0.0,0,1,1,0,0,257.0,0.212,1,0,0,1,22,0,0,0,4,1,0,2,0,0,0,2
4,8,3,1560.0,0.0,1,0,0,0,3,102.0,0.259,1,0,0,2,10,0,1,0,7,1,0,1,0,0,0,2
4,6,4,1280.0,0.2,1,0,0,0,2,418.0,0.323,1,0,0,1,19,0,0,1,1,2,0,1,0,0,0,2
0,6,4,647.0,0.0,1,0,1,1,5,151.0,0.137,0,0,0,3,13,0,1,0,2,2,0,3,0,0,0,2
5,8,3,690.0,0.2,0,0,0,1,1,25.0,0.806,1,1,0,1,22,0,0,0,9,1,0,1,0,1,0,2
0,4,1,238.0,0.0,1,0,0,0,4,105.0,0.587,0,0,0,1,21,1,0,0,5,1,0,1,0,0,0,2
2,4,3,583.0,0.1,0,1,0,0,1,177.0,0.343,1,0,0,0,8,0,0,1,1,1,0,1,1,0,0,2
5,4,2,700.0,0.0,1,0,0,0,5,171.0,0.107,0,0,0,0,6,0,0,1,7,1,0,1,0,0,0,2
5,3,1,120.0,0.2,0,0,1,0,4,45.0,0.53,0,0,0,1,21,0,0,1,4,1,0,1,0,0,0,2
5,2,2,333.0,0.0,1,0,0,0,4,76.0,0.097,0,0,1,1,18,0,0,0,2,1,0,1,1,0,0,2
5,4,2,335.0,0.0,0,0,1,0,0,128.0,0.627,0,0,0,1,19,1,0,0,1,1,0,1,1,0,0,2
3,9,4,310.0,0.1,0,1,0,0,0,194.0,0.077,1,0,0,2,4,0,0,0,3,2,0,1,0,0,1,2
5,5,1,25.0,0.0,0,1,0,0,0,63.0,0.044,1,0,0,1,20,0,0,0,7,2,0,1,1,0,1,2
4,5,3,428.0,0.0,1,0,0,1,1,52.0,0.069,1,0,0,1,19,1,0,1,4,2,1,2,0,1,0,2
4,6,2,703.0,0.0,1,0,0,0,3,173.0,0.193,1,0,0,2,2,0,0,0,1,2,0,1,1,0,0,2
4,9,3,494.0,0.0,0,0,0,0,4,66.0,0.217,0,0,0,1,18,0,0,1,4,2,1,0,0,0,0,2
4,8,3,703.0,0.1,1,1,0,0,1,92.0,0.284,1,0,0,1,21,1,0,1,3,1,0,2,1,0,0,2
5,3,3,200.0,0.2,1,1,0,0,0,25.0,0.285,1,0,0,3,13,1,0,0,4,1,0,2,0,0,1,2
5,3,1,91.0,0.2,0,0,0,0,2,100.0,0.727,1,1,1,1,22,0,1,0,2,1,0,0,1,0,0,2
5,8,3,201.0,0.0,0,1,1,1,3,96.0,0.419,0,0,0,3,11,1,0,0,4,1,0,3,1,0,0,2
4,3,4,849.0,0.0,0,1,0,1,4,134.0,0.287,0,0,0,3,13,0,0,1,2,1,0,2,0,0,0,2
5,4,3,281.0,0.0,0,1,0,0,4,124.0,0.327,0,0,0,1,19,1,0,0,7,1,0,1,1,0,0,2
4,5,3,391.0,0.0,0,1,1,1,3,225.0,0.678,0,0,0,1,21,1,0,1,3,2,0,3,1,0,0,2
2,8,5,827.0,0.2,1,0,1,0,0,53.0,0.466,1,0,0,3,13,1,0,0,5,1,0,2,1,0,0,2
5,5,4,889.0,0.2,0,0,0,1,0,168.0,0.353,0,0,0,3,11,0,0,0,7,2,0,1,0,0,1,2
4,0,3,595.0,0.0,0,1,0,0,2,509.0,0.182,1,0,0,1,20,0,0,0,1,2,0,1,1,0,0,2
4,9,3,624.0,0.3,1,0,0,0,2,457.0,0.475,1,0,0,0,8,1,0,0,3,2,0,1,1,0,0,2
5,0,2,161.0,0.1,0,1,0,0,2,222.0,0.483,1,0,0,1,18,1,0,0,8,2,0,1,0,0,0,2
4,6,4,604.0,0.2,1,0,0,0,3,68.0,0.63,1,0,0,0,9,0,0,0,5,2,0,1,1,0,0,2
5,6,2,409.0,0.3,1,0,0,0,3,109.0,0.519,1,0,0,2,5,0,1,0,7,2,0,1,1,0,0,2
4,4,4,724.0,0.0,0,0,0,1,0,161.0,0.068,1,0,0,1,19,0,0,0,6,1,0,1,1,0,1,2
4,8,3,1008.0,0.0,1,0,0,1,5,269.0,0.347,0,0,0,1,19,1,0,1,2,1,0,2,0,0,0,2
4,7,3,990.0,0.0,1,0,0,1,3,194.0,0.522,1,0,0,1,22,0,1,0,1,2,1,2,1,0,0,2
5,5,4,281.0,0.2,0,1,1,0,1,33.0,0.357,1,0,0,0,8,1,0,0,3,2,0,2,1,0,0,2
5,3,1,132.0,0.2,0,0,0,0,5,156.0,0.508,0,0,0,4,15,1,0,1,1,1,0,0,1,0,0,2
4,7,4,960.0,0.1,0,0,1,0,0,281.0,0.856,0,1,0,1,22,0,0,0,7,2,0,1,0,0,0,2
3,8,2,129.0,0.3,0,0,0,0,5,133.0,0.438,0,0,0,2,0,0,0,0,7,1,0,0,1,0,0,2
1,3,1,39.0,0.1,0,0,0,0,0,57.0,0.517,0,0,0,2,23,0,0,0,1,1,0,0,0,0,1,2
5,6,2,403.0,0.2,0,1,1,0,0,100.0,0.498,1,0,0,3,13,0,0,0,2,2,0,2,0,0,0,2
0,7,2,108.0,0.0,0,0,1,0,1,45.0,0.704,1,0,0,1,19,0,1,0,2,2,0,1,0,1,0,2
4,2,4,297.0,0.0,0,1,1,0,1,43.0,0.295,1,0,0,1,21,1,1,0,2,1,0,2,1,0,0,2
5,1,4,333.0,0.0,1,0,0,0,2,116.0,0.409,0,0,0,1,22,0,0,0,7,1,0,1,1,0,0,2
4,8,2,272.0,0.1,0,0,1,1,3,227.0,0.178,0,0,0,3,14,0,0,0,5,1,0,2,1,0,0,2
3,9,4,805.0,0.2,1,0,1,0,5,130.0,0.083,0,0,0,2,10,0,0,0,6,2,0,2,1,0,0,2
4,9,3,184.0,0.2,1,0,1,0,4,39.0,0.517,0,0,0,1,22,0,0,1,7,2,0,2,0,0,0,2
3,1,3,220.0,0.0,1,0,1,0,1,25.0,0.418,1,0,0,1,20,0,1,0,2,1,0,2,0,1,0,2
5,7,4,431.0,0.0,0,1,1,0,1,25.0,0.31,1,0,1,3,11,0,1,0,4,2,0,2,1,0,0,2
5,3,1,131.0,0.2,0,0,0,0,0,85.0,0.395,1,0,0,4,15,1,0,0,3,1,0,0,1,0,1,2
5,6,3,1075.0,0.2,1,0,1,0,3,173.0,0.193,1,0,0,0,9,0,0,0,1,2,0,2,0,0,0,2
5,3,3,292.0,0.1,0,0,1,1,0,129.0,0.429,1,0,1,3,14,1,0,1,1,1,0,2,1,0,0,2
4,9,4,1547.0,0.1,1,0,1,0,3,207.0,0.405,1,0,0,3,12,0,0,1,3,2,0,2,1,0,0,2
3,3,2,520.0,0.0,1,1,0,0,3,118.0,0.475,1,0,0,1,21,1,1,0,1,1,0,2,0,0,0,2
0,8,1,250.0,0.1,1,0,0,0,1,54.0,0.321,1,0,0,3,13,0,0,1,4,1,0,1,0,1,0,2
5,4,4,1085.0,0.0,1,0,1,0,1,25.0,0.139,1,0,0,3,12,0,0,0,7,1,0,2,0,1,0,2
0,3,1,48.0,0.1,0,0,0,0,5,46.0,0.1,0,0,0,3,13,1,0,0,6,1,0,0,0,0,0,2
2,7,3,353.0,0.0,0,0,0,1,4,110.0,0.447,0,0,0,1,21,0,0,0,3,2,0,1,0,0,0,2
5,8,1,36.0,0.0,0,0,0,0,1,25.0,0.176,1,0,0,3,12,0,1,0,6,1,0,0,0,1,0,2
5,7,2,82.0,0.2,0,1,0,0,3,29.0,0.593,1,0,0,4,16,0,0,0,2,2,0,1,1,0,0,2
4,4,2,313.0,0.2,0,0,1,0,0,150.0,0.374,0,0,0,1,19,1,0,0,2,1,0,1,0,0,0,2
5,8,4,522.0,0.0,1,1,0,1,3,67.0,0.051,1,0,0,3,12,0,0,0,1,1,0,3,0,0,0,2
5,9,3,661.0,0.0,1,1,0,1,3,249.0,0.046,1,0,0,1,19,0,0,0,3,2,0,3,0,0,0,2
0,0,4,987.0,0.1,0,0,1,0,5,301.0,0.556,0,0,0,1,21,0,0,0,1,2,0,1,0,0,0,2
4,1,4,267.0,0.5,1,0,0,1,4,42.0,0.263,0,0,0,3,11,1,0,0,6,1,0,2,0,0,0,2
4,8,3,418.0,0.0,1,0,1,1,5,103.0,0.714,0,0,0,3,12,0,0,0,4,1,0,3,1,0,0,2
4,8,2,202.0,0.0,0,0,1,0,5,141.0,0.43,0,0,0,3,12,0,1,0,5,1,0,1,0,0,0,2
5,8,2,106.0,0.0,1,1,0,0,1,25.0,0.216,1,0,0,1,21,0,0,0,2,1,0,2,0,0,0,2
3,3,4,271.0,0.5,0,1,1,0,1,62.0,0.36,1,0,0,2,0,1,0,0,4,1,0,2,1,0,0,2
4,1,3,463.0,0.1,1,1,0,0,5,138.0,0.272,0,0,0,3,11,0,0,0,1,1,0,2,0,0,0,2
4,9,2,184.0,0.0,0,0,1,1,3,104.0,0.696,0,0,1,0,8,0,1,0,2,2,0,2,0,0,0,2
5,8,1,380.0,0.1,1,0,0,0,3,144.0,0.562,1,0,0,1,19,1,0,1,5,1,0,1,1,0,0,2
4,8,2,557.0,0.0,1,1,0,0,4,160.0,0.152,0,0,0,3,12,1,1,0,5,1,0,2,0,0,0,2
5,7,3,114.0,0.1,0,1,1,0,4,65.0,0.516,0,0,0,3,11,0,0,1,6,2,0,2,0,0,0,2
5,3,2,679.0,0.2,1,0,0,0,2,481.0,0.584,1,0,0,1,20,0,0,0,3,1,0,1,0,0,0,2
5,1,4,249.0,0.3,1,0,1,0,4,31.0,0.669,0,0,0,1,20,0,0,0,1,1,0,2,1,0,0,2
4,1,4,776.0,0.2,0,1,0,1,2,352.0,0.11,1,0,0,3,12,0,0,0,6,1,0,2,1,0,0,2
5,4,3,273.0,0.0,0,1,0,0,3,109.0,0.303,1,0,0,3,11,0,0,0,4,1,0,1,0,0,0,2
5,7,3,695.0,0.3,1,0,0,1,0,206.0,0.052,1,0,0,1,22,0,0,0,6,2,0,2,0,0,1,2
4,1,2,273.0,0.2,1,0,1,0,5,153.0,0.292,0,0,0,1,18,0,1,0,4,1,0,2,0,0,0,2
3,6,3,552.0,0.0,1,0,0,1,3,79.0,0.095,1,0,0,3,13,1,1,0,3,2,0,2,0,0,0,2
5,3,2,362.0,0.0,1,0,0,0,3,87.0,0.383,1,0,0,1,21,0,0,0,7,1,0,1,0,0,0,2
5,8,2,145.0,0.2,0,1,1,0,0,89.0,0.559,1,0,0,1,19,1,0,0,4,1,0,2,1,0,0,2
5,1,2,176.0,0.0,0,1,1,0,0,121.0,0.143,1,0,1,2,2,0,0,0,2,1,0,2,1,0,0,2
5,7,2,365.0,0.0,1,0,1,0,2,184.0,0.419,0,0,0,1,21,1,1,0,3,2,0,2,0,0,0,2
5,3,3,307.0,0.2,0,1,1,0,5,110.0,0.08,0,0,0,0,9,1,0,0,5,1,0,2,0,0,0,2
4,3,2,456.0,0.0,0,0,0,1,3,171.0,0.307,0,0,0,1,21,0,1,0,4,1,0,1,0,0,0,2
4,1,3,299.0,0.1,0,1,0,0,1,62.0,0.101,1,0,0,1,20,1,0,0,4,1,0,1,1,0,0,2
4,2,4,1173.0,0.0,1,1,1,0,0,97.0,0.68,1,0,1,1,19,1,1,0,4,1,0,3,1,0,0,2
4,8,2,308.0,0.2,0,0,1,1,2,474.0,0.112,1,0,0,1,19,1,0,1,7,1,1,2,0,0,0,2
4,2,3,724.0,0.2,1,1,0,1,0,217.0,0.724,1,1,0,3,11,0,0,1,1,1,0,3,1,0,1,2
4,8,3,83.0,0.0,0,1,0,0,1,31.0,0.559,0,0,1,1,21,0,0,1,4,1,0,1,0,0,0,2
5,3,4,432.0,0.0,1,1,0,0,2,178.0,0.417,1,0,0,4,17,0,0,0,6,1,0,2,0,0,0,2
4,8,3,417.0,0.5,0,0,1,1,2,491.0,0.626,1,0,0,1,20,0,0,0,7,1,0,2,1,0,0,2
0,3,1,64.0,0.0,0,1,0,0,4,124.0,0.564,0,0,0,3,12,1,0,0,5,1,0,1,0,0,0,2
4,8,3,378.0,0.2,1,1,0,1,3,107.0,0.612,1,0,0,1,21,0,1,0,5,1,0,3,1,0,0,2
4,3,4,363.0,0.1,0,1,0,0,0,84.0,0.355,1,0,0,2,0,0,0,1,5,1,0,1,0,0,1,2
5,0,3,421.0,0.0,1,0,1,0,1,29.0,0.212,1,0,1,2,0,1,0,0,6,2,0,2,1,1,0,2
4,6,4,777.0,0.0,0,1,0,1,3,280.0,0.389,1,0,0,3,12,1,0,1,1,2,0,2,1,0,0,2
4,1,2,403.0,0.1,0,0,0,0,1,98.0,0.368,1,0,0,1,19,0,0,0,1,1,0,0,1,1,0,2
5,9,1,202.0,0.0,1,0,0,0,2,202.0,0.436,0,0,1,2,0,1,1,0,5,2,0,1,1,0,0,2
5,4,3,157.0,0.3,1,0,1,1,3,43.0,0.178,1,0,0,1,20,0,0,0,6,1,0,3,1,0,0,2
4,1,4,1081.0,0.0,1,0,0,1,2,439.0,0.102,1,0,0,3,12,0,0,0,4,1,0,2,0,0,0,2
4,3,2,847.0,0.2,1,0,1,0,1,87.0,0.457,1,0,0,3,13,0,0,0,2,1,0,2,1,1,0,2
3,9,1,33.0,0.2,0,1,0,0,0,46.0,0.413,1,0,0,2,3,0,0,0,1,2,0,1,1,0,1,2
2,6,4,969.0,0.0,1,1,0,1,1,113.0,0.437,1,0,0,1,21,0,0,0,4,2,0,3,0,0,0,2
4,8,2,75.0,0.0,0,1,0,0,4,109.0,0.315,0,0,0,0,9,0,0,0,4,1,0,1,0,0,0,2
4,2,4,453.0,0.0,0,0,0,1,0,114.0,0.238,0,0,0,2,10,0,0,0,2,1,0,1,0,0,1,2
4,6,2,143.0,0.1,0,1,1,0,3,79.0,0.244,0,0,0,1,18,0,0,0,5,2,0,2,0,0,0,2
4,3,3,748.0,0.2,1,1,1,0,5,235.0,0.328,0,0,0,1,21,1,1,0,6,1,0,3,1,0,0,2
5,3,3,301.0,0.2,1,1,0,0,3,123.0,0.04,1,0,0,1,20,0,1,0,3,1,0,2,0,0,0,2
4,2,2,223.0,0.1,0,0,1,0,0,80.0,0.098,0,0,0,3,11,0,1,0,2,1,0,1,0,0,0,2
5,1,4,277.0,0.5,0,0,1,0,1,66.0,0.129,1,0,1,3,14,0,0,1,3,1,0,1,1,1,0,2
5,1,1,74.0,0.0,0,1,0,0,1,25.0,0.517,0,0,1,1,19,0,1,0,5,1,0,1,0,0,0,2
0,0,3,168.0,0.0,0,1,0,0,4,79.0,0.43,0,0,0,1,20,1,0,0,3,2,0,1,1,0,0,2
4,1,3,464.0,0.2,0,1,1,0,4,234.0,0.182,0,0,0,3,12,0,1,0,3,1,0,2,0,0,0,2
5,8,3,794.0,0.1,1,0,1,0,2,501.0,0.176,0,0,0,1,19,0,0,0,1,1,0,2,0,0,0,2
4,1,3,277.0,0.0,0,0,0,1,4,97.0,0.588,0,0,0,1,20,1,1,0,8,1,0,1,1,0,0,2
4,8,4,553.0,0.0,1,1,1,0,3,44.0,0.267,1,0,0,1,20,0,0,0,1,1,0,3,0,0,0,2
5,0,3,328.0,0.2,0,0,1,1,1,86.0,0.33,1,0,1,3,12,0,0,0,1,2,0,2,0,1,0,2
4,1,3,167.0,0.0,0,1,0,0,1,46.0,0.223,0,0,0,1,20,1,0,0,1,1,0,1,0,0,0,2
4,6,3,296.0,0.1,0,0,1,1,4,78.0,0.377,0,0,0,1,19,1,0,0,6,2,0,2,1,0,0,2
5,3,2,370.0,0.3,1,0,0,0,0,85.0,0.395,1,0,0,3,13,0,1,0,1,1,0,1,1,0,1,2
4,8,4,556.0,0.3,0,0,1,0,0,193.0,0.753,0,1,0,3,14,0,0,0,2,1,0,1,1,0,0,2
3,1,2,83.0,0.1,0,0,0,1,2,81.0,0.231,1,0,1,2,2,1,1,0,3,1,0,1,0,0,0,2
5,7,4,174.0,0.2,0,0,0,1,2,82.0,0.711,1,0,1,3,11,1,0,0,2,2,0,1,1,0,0,2
5,8,1,97.0,0.2,0,0,0,1,5,137.0,0.561,0,0,0,3,12,0,0,1,2,1,0,1,0,0,0,2
4,1,2,683.0,0.5,1,0,1,0,1,95.0,0.488,1,0,0,3,12,0,1,0,5,1,0,2,1,1,0,2
0,3,1,64.0,0.1,0,0,0,0,1,25.0,0.119,1,0,0,4,16,1,0,0,6,1,0,0,0,1,0,2
